path	changed_in_pr	copilot_reviewed	executed_by	ledger_ids	measurement_tables	read_by_auditor	claims_executed	negative_controls	findings
src/c/internal/ama_x25519_fe64_mulx.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/internal/ama_x25519_fe64_mulx.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/neon/ama_aes_gcm_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_argon2_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_chacha20poly1305_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_dilithium_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_ed25519_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_kyber_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_neon_internal.h	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/neon/ama_sha3_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/neon/ama_sphincs_neon.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_aes_gcm_sve2.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_argon2_sve2.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_chacha20poly1305_sve2.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_dilithium_sve2.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_ed25519_sve2.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_kyber_sve2.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_sha3_sve2.c	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_sphincs_sve2.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/sve2/ama_sve2_internal.h	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/LICENSE	no	n/a (not in the PR diff)	vendored licence and provenance files: the vendor-isolation, corpus-originality and header gates read them	V-gate*x61	none	no	0	none	none
src/c/vendor/ed25519-donna/ama_donna_unit.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/curve25519-donna-32bit.h	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/curve25519-donna-64bit.h	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/curve25519-donna-helpers.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/curve25519-donna-sse2.h	yes	yes (per PR description)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-32bit-sse2.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-32bit-tables.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-64bit-sse2.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-64bit-tables.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-64bit-x86-32bit.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-64bit-x86.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-basepoint-table.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-batchverify.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-impl-base.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-impl-sse2.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-portable-identify.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna-portable.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-donna.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-hash-custom.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-hash.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-randombytes-custom.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519-randombytes.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/ed25519_unit.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/modm-donna-32bit.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/modm-donna-64bit.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/regression.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/test-internals.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/vendor/ed25519-donna/test-ticks.h	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	none	no	0	none	none
src/c/vendor/ed25519-donna/test.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/x86/ama_keccak_f1600_bmi.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
src/c/x86/ama_nistp_mont_mulx.c	no	n/a (not in the PR diff)	compiled and tested by every C lane (Release/ASan+UBSan/MSan/TSan/AArch64 x4/SVE2 x5), Valgrind full set, asm division sweep at 5 levels x 3 compilers	D-DUDECT*x5,F-*x32,V-ctest*x14,V-strict*x5	PR394_ASM_DIVISIONS.tsv	no	0	none	none
tests/c/CMakeLists.txt	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14,V-gate*x61	none	partial (test registration)	0	none	FINDING-0002
tests/c/bench_ed25519.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/dudect/README.md	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14,V-gate*x61	none	no	0	none	none
tests/c/dudect/dudect.h	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/dudect/dudect_percentile.h	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/dudect/dudect_rounds.h	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/dudect/dudect_stage.h	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/test_aes_bitsliced.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_aes_gcm_backend_introspect.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_aes_gcm_neon_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_aes_gcm_scalar_kat.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_aes_gcm_vaes_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_agent_binding.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_argon2_g_avx2_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_argon2_g_neon_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_argon2id.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_ascon.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_benchmark.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/test_chacha20_x8_avx2_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_chacha20_x8_neon_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_chacha20poly1305.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_concurrent_init.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_consttime.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_core.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_dilithium_invntt_bound.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_dilithium_ntt_bench.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_dilithium_ntt_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_dilithium_rej_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_dispatch_cache_file.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_dispatch_only_env.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/test_dudect.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	partial (lane structure, self-test, vartime lane)	0	NC-47	none
tests/c/test_ed25519.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_ed25519_canonical_r.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_ed25519_canonical_s.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_ed25519_comb_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/test_ed25519_scalarmult_contract.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_ed25519_unaligned_input.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_ed25519_verify_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
tests/c/test_field_bench.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_frost.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_hkdf.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kat.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_keccak_bmi_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_keccak_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_cbd2_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_compress.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_cpa.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_debug.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_ntt_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_poly_equiv.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_kyber_sample_ntt.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_lms.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_nistp.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_nistp_mont_mulx_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_platform_rand_generic.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_pq_parser_stack.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_pq_privkey_check_determinism.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_secp256k1.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_secure_free_scrub.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	full (rewritten: FINDING-0001/0002)	0	none	FINDING-0001
tests/c/test_secure_memory_dontdump.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_sha256_dispatch_equiv.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_sha256_neon_kat.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_sha3.c	yes	yes (per PR description)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_sha3_512_stream.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	PR394_VALGRIND.tsv	no	0	none	none
tests/c/test_sha3_avx512_kat.c	no	n/a (not in the PR diff)	built and executed by every C lane and under Valgrind	V-ctest*x14	none	no	0	none	none
